阅读量,评价数,标题,情感,详情页,作者,最后更新,影响力,文章内容,评价
670,1,每天阴跌，不一次性来一次大跌，就是让你觉得有希望,负,"http://guba.eastmoney.com/news,000001,888711946.html",红红火火往上走,2020/11/27 10:53,2,,你这评论很到位已经深深地感受到了每天都在加仓被套牢了
506,0,砸盘好像又来了,负,"http://guba.eastmoney.com/news,000001,888707647.html",風雾霾,2020/11/27 10:46,25,,
832,3,都是买单，难道越买越跌,负,"http://guba.eastmoney.com/news,000001,888686953.html",晴朗季,2020/11/27 10:46,15,,我也是服了这情况-----反正当理财买-----港资昨天买了1.6亿，前天买了8000万
523,0,一分钱荡秋千了,负,"http://guba.eastmoney.com/news,000001,888706505.html",醉深蓝,2020/11/27 10:46,15,,
533,0,真没人敢买了，跑也跑不了，太过了拉圾,负,"http://guba.eastmoney.com/news,000001,888703725.html",股友WjLTcA,2020/11/27 10:41,15,,
754,2,16.2的成本，要割肉吗,负,"http://guba.eastmoney.com/news,000001,888703224.html",股友0Yu8mL,2020/11/27 10:40,1,,放着吧-----完全不用担心，静待花开
613,0,好垃圾呀，割了算了,负,"http://guba.eastmoney.com/news,000001,888707869.html",招财100亿,2020/11/27 10:40,15,,
602,0,真是见了鬼，不管买进什么股都变成垃圾！,负,"http://guba.eastmoney.com/news,000001,888703660.html",股海重生脱胎换骨,2020/11/27 10:40,25,,
580,1,龟孙，都没正经涨过,负,"http://guba.eastmoney.com/news,000001,888700150.html",股友O545ub,2020/11/27 10:34,2,,对倒盘
539,0,考，天天跌，什么意思,负,"http://guba.eastmoney.com/news,000001,888686688.html",股友hJmr4z,2020/11/27 10:11,1,,
950,3,多少是低，何时回升,负,"http://guba.eastmoney.com/news,000001,888672931.html",晴朗季,2020/11/27 10:10,15,,短线跑了放几年的不要跑-----12-----这么惨啊几年才回本啊
504,0,天天跌什么情况,负,"http://guba.eastmoney.com/news,000001,888683895.html",股友pJyqYH,2020/11/27 10:08,15,,
612,1,曾经的带头大哥今天就成这样,负,"http://guba.eastmoney.com/news,000001,888684033.html",股霸王110,2020/11/27 10:07,35,,现在也是啊，只是带反方向了-----
527,0,拿了一段时间，再犹豫也割了，走好再来…,负,"http://guba.eastmoney.com/news,000001,888683921.html",idali1997,2020/11/27 10:07,2,,
630,0,还要15.8跑了垃圾中的垃圾[微笑],负,"http://guba.eastmoney.com/news,000001,888673336.html",A人定胜贪,2020/11/27 9:50,2,,
610,0,真是够了,负,"http://guba.eastmoney.com/news,000001,888671158.html",Your name,2020/11/27 9:45,5,,
572,0,狗屎垃圾！,负,"http://guba.eastmoney.com/news,000001,888669792.html",股海重生脱胎换骨,2020/11/27 9:41,25,,
589,0,平安真是废了,负,"http://guba.eastmoney.com/news,000001,888666808.html",别虾扯蛋,2020/11/27 9:36,2,,
881,2,一首凉凉送给大家[哭][哭][哭][哭],负,"http://guba.eastmoney.com/news,000001,888662240.html",醉深蓝,2020/11/27 9:26,15,,你是怎么提前知道的？-----意思可以抄底咯？？？
1595,3,平安要下14，注意安全！,负,"http://guba.eastmoney.com/news,000001,888547961.html",守株待兔600380,2020/11/26 17:03,25,,下12再考虑-----比我还要保守，60万，从14往下买，每2000股观望一下，每年除了分红还有差价，前提是港资又来了就不好说----------比我还要保守，60万，从14往下买，每2000股观望一下，每年除了分红还有差价，前提是港资又来了就不好说----------北向水分多
595,0,垃圾中的有害垃圾！,负,"http://guba.eastmoney.com/news,000001,888529693.html",股海重生脱胎换骨,2020/11/26 16:12,25,,
1646,2,15万手拉升7分钱，主力是个沙雕,负,"http://guba.eastmoney.com/news,000001,888577535.html",丨灬Tim乚,2020/11/26 15:45,2,,那是内地鸡狗套利，这都看不懂-----那是内地鸡狗套利，这都看不懂-----哥们能详细解说下吗
856,0,垃圾,负,"http://guba.eastmoney.com/news,000001,888569801.html",笑傲江湖1988,2020/11/26 15:17,3,,
720,0,至少要见到14再说了,负,"http://guba.eastmoney.com/news,000001,888558501.html",嫩黄韭菜苗,2020/11/26 14:55,25,,
651,0,垃圾垃圾,负,"http://guba.eastmoney.com/news,000001,888551531.html",股友1OMQEF,2020/11/26 14:42,2,,
653,0,有毒垃圾！,负,"http://guba.eastmoney.com/news,000001,888550955.html",股海重生脱胎换骨,2020/11/26 14:41,25,,
663,0,新低,负,"http://guba.eastmoney.com/news,000001,888550768.html",醉深蓝,2020/11/26 14:41,15,,
671,0,垃圾,负,"http://guba.eastmoney.com/news,000001,888549604.html",股友yKR9s5,2020/11/26 14:39,15,,
675,0,外资没看上这货！,负,"http://guba.eastmoney.com/news,000001,888547213.html",高分优投线,2020/11/26 14:34,3,,
679,0,平安银行不平安，因为吃了泻药,负,"http://guba.eastmoney.com/news,000001,888545995.html",chenyang99,2020/11/26 14:32,15,,
709,0,清仓休息！铛铛铛。,负,"http://guba.eastmoney.com/news,000001,888545212.html",云上山下1,2020/11/26 14:29,15,,
787,0,平安真的是按KDJ走的，拉胯模式开启,负,"http://guba.eastmoney.com/news,000001,888543139.html",慈善股圣,2020/11/26 14:25,15,,
731,0,宁银砸，还是平银砸，谁是龙头？,负,"http://guba.eastmoney.com/news,000001,888542882.html",股友XQPGLX,2020/11/26 14:25,25,,
678,0,天天割韭菜,负,"http://guba.eastmoney.com/news,000001,888542521.html",股友pJyqYH,2020/11/26 14:24,15,,
952,1,昨天割了，今天又买了，也不知对不对？,负,"http://guba.eastmoney.com/news,000001,888540624.html",股市星空,2020/11/26 14:21,1,,明年中下旬再买
707,0,败家子，给别人送钱。。。。,负,"http://guba.eastmoney.com/news,000001,888534898.html",王者雄掰,2020/11/26 14:10,25,,
713,0,每天挣得钱还不够这股票跌的。辣鸡,负,"http://guba.eastmoney.com/news,000001,888535710.html",少年先疯队队长2,2020/11/26 14:10,5,,
840,6,明晟今天扩容，总得砸个底给人家吧，一群败家子,负,"http://guba.eastmoney.com/news,000001,888533403.html",股友O545ub,2020/11/26 14:05,2,,不是败家子，是汉奸-----大A基金经理割韭菜很牛逼的，其他就不懂了-----最近两周多的时间，主动资金在提前建仓时，内资也是持续砸盘，给外资输送廉价筹码。真是“千防万防，家贼难防”!说机构是汉奸！没有疑问了！！！-----最近两周多的时间，主动资金在提前建仓时，内资也是持续砸盘，给外资输送廉价筹码。真是“千防万防，家贼难防”!-----最近两周多的时间，主动资金在提前建仓时，内资也是持续砸盘，给外资输送廉价筹码。真是“千防万防，家贼难防”!-----最近两周多的时间，主动资金在提前建仓时，内资也是持续砸盘，给外资输送廉价筹码。真是“千防万防，家贼难防”!
614,0,大盘走成这鸟样！,负,"http://guba.eastmoney.com/news,000001,888532263.html",赐我一个涨停,2020/11/26 14:03,2,,
663,0,3000亿的票也能跌成这鬼样子，股票不亡才怪了,负,"http://guba.eastmoney.com/news,000001,888530424.html",零零发_小发仔,2020/11/26 13:59,3,,
683,0,接下来破15.50，反正有托单必破,负,"http://guba.eastmoney.com/news,000001,888528702.html",股市小唧唧,2020/11/26 13:56,2,,
624,0,明天15.18跌14,负,"http://guba.eastmoney.com/news,000001,888527364.html",股友0PuB03,2020/11/26 13:54,1,,
621,0,亏死了撤退,负,"http://guba.eastmoney.com/news,000001,888525035.html",股友p0wCuD,2020/11/26 13:50,2,,
633,0,等跌破了债转股的13.9元价再来买,负,"http://guba.eastmoney.com/news,000001,888519268.html",風雾霾,2020/11/26 13:38,25,,
752,2,托单必破,负,"http://guba.eastmoney.com/news,000001,888518951.html",股市小唧唧,2020/11/26 13:36,2,,是的，对倒单，买卖一伙的-----要买的一定要填在第三次的大托单下面比较安全。
614,0,别挣扎了，14等你,负,"http://guba.eastmoney.com/news,000001,888517239.html",我的梦想是地主,2020/11/26 13:33,1,,
681,0,下跌趋势，已成，还有大跌！~,负,"http://guba.eastmoney.com/news,000001,888515992.html",A波波熊,2020/11/26 13:30,15,,
702,0,还想涨，涨你妈鬼去吧，下方托单一大堆[微笑],负,"http://guba.eastmoney.com/news,000001,888515765.html",零零发_小发仔,2020/11/26 13:30,3,,
606,0,还这么高都没咋跌啊,负,"http://guba.eastmoney.com/news,000001,888514686.html",derderderhn,2020/11/26 13:27,15,,
547,0,守不住，一直出货,负,"http://guba.eastmoney.com/news,000001,888513349.html",心态100,2020/11/26 13:24,15,,
602,0,一路溃败毫无还手之意,负,"http://guba.eastmoney.com/news,000001,888513522.html",一树树花开,2020/11/26 13:24,5,,
580,0,好垃圾啊，为什么,负,"http://guba.eastmoney.com/news,000001,888511458.html",神评鉴定师,2020/11/26 13:19,15,,
589,0,狗庄在故意打压……,负,"http://guba.eastmoney.com/news,000001,888510668.html",景汉武,2020/11/26 13:17,15,,
774,2,跌鸭15.4等你,负,"http://guba.eastmoney.com/news,000001,888507776.html",止盈止盈止盈,2020/11/26 13:10,2,,20日线+1分？-----先15.5再说，别那么狠点
1230,6,早上15.7卖了，15.59又买了回来。,负,"http://guba.eastmoney.com/news,000001,888501385.html",SLMG,2020/11/26 12:24,25,,给券商打工的啊，哈哈-----哈哈，闲的-----还不够手续费你是不是疯来哈哈-----是有点闲。小赚。---------------螺蛳壳里做道场
605,0,专套北上资金,负,"http://guba.eastmoney.com/news,000001,888499095.html",風雾霾,2020/11/26 12:05,25,,
585,0,我也要拜拜了，这垃圾盘子这么大，还跌这么多，傻逼股,负,"http://guba.eastmoney.com/news,000001,888476917.html",零零发_小发仔,2020/11/26 10:59,3,,
624,2,天天跌？有点意思^_^,负,"http://guba.eastmoney.com/news,000001,888472073.html",景汉武,2020/11/26 10:51,15,,主力觉得有意思就行-----主力觉得有意思就行-----如此操纵，真让我等小散寒心……
725,2,割肉了，以后再不碰股票了，删了,负,"http://guba.eastmoney.com/news,000001,888471043.html",光荣的浩劫,2020/11/26 10:49,2,,追跌杀涨，结果大家全做反了。-----我也想割，怎么办
674,2,够庄有没有考虑过17元的股民，像拉稀一样跌个不停,负,"http://guba.eastmoney.com/news,000001,888470572.html",股市超锦鲤,2020/11/26 10:48,15,,你快卖了吧-----心疼你
569,0,早走了，之前还一直劝老铁早跑，不知道那些一直看涨的,负,"http://guba.eastmoney.com/news,000001,888467290.html",franciskam,2020/11/26 10:42,2,,
647,1,平安银行欲罢不能，不知怎么收场,负,"http://guba.eastmoney.com/news,000001,888466179.html",鬼脚七001,2020/11/26 10:40,15,,涨一个点你咋就那么难！别人跌一分你就能跌到不可收拾，真服了你！看好你真是一个字悔！
552,0,进来就是死路一条,负,"http://guba.eastmoney.com/news,000001,888465531.html",股友Np0yQo,2020/11/26 10:38,15,,
539,0,什么股市！平安也是烂票一枚，又要割肉了。,负,"http://guba.eastmoney.com/news,000001,888463651.html",云上山下1,2020/11/26 10:36,15,,
527,0,清仓，坚决不碰辣鸡,负,"http://guba.eastmoney.com/news,000001,888464126.html",郎才书,2020/11/26 10:36,2,,
506,0,真没救了……,负,"http://guba.eastmoney.com/news,000001,888462931.html",景汉武,2020/11/26 10:34,15,,
636,5,两阴夹一阳，空方炮形成，速撤,负,"http://guba.eastmoney.com/news,000001,888463216.html",股友WwQ58Y,2020/11/26 10:34,1,,傻逼，昨天还两阳夹一阴-----傻逼，昨天还两阳夹一阴-----急躁的年轻人，明儿别怪你大爷没提醒你-----傻逼，昨天还两阳夹一阴-----谢谢老韭菜的提醒-----谢谢老韭菜的提醒-----下行通道正式开启-----今日撤还来得及
552,0,买中国平安和平安银行都是错误，被坑惨了,负,"http://guba.eastmoney.com/news,000001,888460956.html",偶尔涨一点,2020/11/26 10:30,25,,
660,1,太扯了吧,负,"http://guba.eastmoney.com/news,000001,888457316.html",股友lPLcq3,2020/11/26 10:30,5,,每跌一块就补点，就怕你跌不动
559,0,半小时就把昨天的升幅搞掉了！,负,"http://guba.eastmoney.com/news,000001,888459597.html",高分优投线,2020/11/26 10:27,3,,
511,0,银行也这么垃圾吗,负,"http://guba.eastmoney.com/news,000001,888458636.html",光荣的浩劫,2020/11/26 10:26,2,,
603,1,平安银行的表现确实太垃圾了。,负,"http://guba.eastmoney.com/news,000001,888452872.html",股市超锦鲤,2020/11/26 10:17,15,,最近有点疲软
664,3,垃圾也配高开？,负,"http://guba.eastmoney.com/news,000001,888451601.html",肖思黑格,2020/11/26 10:14,1,,前期涨了那么多还垃圾？？？那这个股市不值得你留恋，清仓退出吧-----前期涨了那么多还垃圾？？？那这个股市不值得你留恋，清仓退出吧-----前期涨得多，最近这段走势就不算垃圾？平安是你爹，这样洗？-----前期涨得多，最近这段走势就不叫垃圾？楼上是平安派来的洗地狗？
706,3,平安银行，回不了本了，割肉了[哭],负,"http://guba.eastmoney.com/news,000001,888451184.html",偶尔涨一点,2020/11/26 10:13,25,,不用割的，北上资金大幅度抄底-----坑爹啊-----你出去还得割肉，何必呢
535,0,月线级别调整，老乡们还是躲躲吧,负,"http://guba.eastmoney.com/news,000001,888450830.html",嫩黄韭菜苗,2020/11/26 10:12,25,,
